City,Place,avg_rating,review_count,short_description,auto_tag,auto_tags,top_keywords,pros,cons,recommendation_explanation
Agartala,Tripura Government Museum,4.014705882352941,68,history tripura region information dynasty ruled area artefacts attractions tripura section rabindranath tagore treasure trove discovered definitely requires visit tripura govt museum place ujjayanta palace place remains closed state govt,palace,"['palace', 'heritage', 'food']","['museum', 'palace', 'state', 'history', 'culture']","['great', 'cultural', 'amazing', 'peace', 'lovely']","['waste', 'boring']","Recommended because it matches palace, heritage interests. Visitors often mention museum, palace, state. Top positives: great, cultural, amazing. Possible issues: waste, boring."
Agartala,Tripura State Tribal Museum,4.2,5,worth visit time agartala want feel local cultures good presentation information really appreciated travelling ne india smaal kept museum best team museum really good collection art craft enlight knowledge tribal,local_experience,"['local_experience', 'heritage', 'museum']","['museum', 'tribal', 'culture', 'craft', 'advisor']","['beautiful', 'best', 'excellent']",[],"Recommended because it matches local_experience, heritage interests. Visitors often mention museum, tribal, culture. Top positives: beautiful, best, excellent."
Agartala,Trishna Wildlife Sanctuary,3.75,8,trishna wild life sanctuary nature wild life tourists located tripura north east india distance km capital city agartala stopped eden bisons entrance ticket rs person rs camera rs person vehicle,forest,"['forest', 'wildlife', 'food']","['sanctuary', 'rs', 'wild', 'forest', 'vehicle']","['maintained', 'beautiful', 'peace', 'greenery', 'green']","['poor', 'rainy']","Recommended because it matches forest, wildlife interests. Visitors often mention sanctuary, rs, wild. Top positives: maintained, beautiful, peace. Possible issues: poor, rainy."
Agartala,Ujjayanta Palace,4.246666666666667,150,good museum worth visiting captures artefacts fossilised trees age maharaja modern times ujjayanta palace important landmark agartala palace museum takes hour photographs allowed open pm pm pm entry palace king,palace,"['palace', 'heritage', 'temple']","['palace', 'museum', 'state', 'royal', 'place']","['great', 'cultural', 'amazing', 'peace', 'lovely']","['congested', 'poor', 'hot']","Recommended because it matches palace, heritage interests. Visitors often mention palace, museum, state. Top positives: great, cultural, amazing. Possible issues: congested, poor."
Agartala,Umamaheswar Temple,3.5,4,uma maheswar temple situated agartala ujjayanta palace town hall good destination tourists position temple google map wrong temple situated ujjayanta palace temple written bengali language unable identify visit famous ardhanreshwar,palace,"['palace', 'temple', 'mosque']","['temple', 'palace', 'statue', 'half', 'parvati']",['clean'],[],"Recommended because it matches palace, temple interests. Visitors often mention temple, palace, statue. Top positives: clean."
Agartala,Ummaneshwar Temple,4.0,2,famous miracles locals travellers divine atmosphere hymns prayers devotees temple visit time small beautiful temple heart city inside campus temple lord hanuman simple place spend quiet time,spiritual,"['spiritual', 'temple', 'pilgrimage']","['temple', 'hanuman', 'prayers', 'campus', 'travellers']",['beautiful'],[],"Recommended because it matches spiritual, temple interests. Visitors often mention temple, hanuman, prayers. Top positives: beautiful."
Agartala,Unakoti,4.022988505747127,87,word unakoti means crore site maintained archeological survey india visitors allowed free entry reach place dharmanagar shares auto sumo god shiva idols linga miss site visiting north tripura wanted travel,food,"['food', 'pilgrimage', 'gurdwara']","['rock', 'shiva', 'place', 'carvings', 'sculptures']","['safe', 'great', 'amazing', 'mesmerizing', 'calm']","['crowded', 'humid', 'broken', 'traffic', 'bad']","Recommended because it matches food, pilgrimage interests. Visitors often mention rock, shiva, place. Top positives: safe, great, amazing. Possible issues: crowded, humid."
Agartala,Venuban Vihar Buddha Shrine,4.6,10,visited ven bihar buddha temple way airport quite close airport serene visit buddha temple agartala benuban vihar calm serene place right heart agartala located kunjaban area houses government offices rest,spiritual,"['spiritual', 'gurdwara', 'pilgrimage']","['buddha', 'temple', 'buddhist', 'clean', 'serene']","['clean', 'maintained', 'beautiful', 'grand', 'green']",[],"Recommended because it matches spiritual, gurdwara interests. Visitors often mention buddha, temple, buddhist. Top positives: clean, maintained, beautiful."
Agatti,Island of Thinnakara,4.183673469387755,49,nature thinnakara paradise wrong sun hot sand hot water coconut right place shadow blue green perfect color water people feel like island metters days relaxing holiday india past months bit,island,"['island', 'lake', 'beach']","['island', 'boat', 'islands', 'water', 'sand']","['fun', 'great', 'amazing', 'lovely', 'mesmerizing']","['problem', 'dirty', 'difficult', 'hot', 'uncomfortable']","Recommended because it matches island, lake interests. Visitors often mention island, boat, islands. Top positives: fun, great, amazing. Possible issues: problem, dirty."
Agatti,Lakshadweep Tour Package - Day Tours,4.315789473684211,19,wanted visit lakshadweep number mathew contact helpful start helped planning finalising itinerary helped getting permit time landed hello deepak thanks great words information people planning visit lakshadweep information really help,luxury,"['luxury', 'food', 'pilgrimage']","['islands', 'thanks', 'sports', 'hello', 'tour']","['adventurous', 'wonderful', 'memorable', 'pleasant', 'great']",['difficult'],"Recommended because it matches luxury, food interests. Visitors often mention islands, thanks, sports. Top positives: adventurous, wonderful, memorable. Possible issues: difficult."
Agatti,Lakshadweep Yathra Holidays,4.0,2,manager claimed ensure comfort trip alloted poor quality non ac bus breakfast okay served quite late reaching attraction sites pay pockets tickets know lakshadweep bus available travelled bus,food,"['food', 'street_food', 'pilgrimage']","['bus', 'comfort', 'ac', 'breakfast', 'ensure']",[],['poor'],"Recommended because it matches food, street_food interests. Visitors often mention bus, comfort, ac. Possible issues: poor."
Agonda,AUGUSTIN Studio & Gallery,5.0,5,want capture awesome memories great job idea want capture ok ok place art art lovers welcome till pass nicely heaven artists art collection beautiful collections gallery trip people interested art,museum,"['museum', 'heritage', 'sunset']","['art', 'artists', 'capture', 'works', 'collection']","['great', 'beautiful', 'awesome', 'best', 'heaven']",[],"Recommended because it matches museum, heritage interests. Visitors often mention art, artists, capture. Top positives: great, beautiful, awesome."
Agonda,Agonda Beach,4.630434782608695,1840,dream palm beach nice bars restaurans sides bay exclusive serenity prolonged stay little huts quite relaxed beach nice water calm cows bit nuts time time south serene beautiful agonda beach,beach,"['beach', 'resort', 'luxury']","['beach', 'agonda', 'goa', 'palolem', 'beaches']","['fun', 'safe', 'pleasant', 'great', 'cozy']","['expensive', 'crowded', 'worst', 'humid', 'rush']","Recommended because it matches beach, resort interests. Visitors often mention beach, agonda, goa. Top positives: fun, safe, pleasant. Possible issues: expensive, crowded."
Agonda,Aloha Surf India,4.833333333333333,12,surf lesson guys aloha great instructors continued rent boards helpful honest time surf waves waves perfect beginners guys great need surf board paddle board lessons look surf lesson excellent teachers,river,"['river', 'lake', 'desert']","['waves', 'guys', 'goa', 'friendly', 'board']","['friendly', 'fun', 'safe', 'excellent', 'great']",[],"Recommended because it matches river, lake interests. Visitors often mention waves, guys, goa. Top positives: friendly, fun, safe."
Agonda,Animal Shelter Agonda,4.7317073170731705,82,visited sanctuary staying agonda beach arrived animals fed uplifting visit brandy takes abandoned injured animals nurtures loving homes hi annabel thankyou review taking time volunteer hope visit volunteer time husband,forest,"['forest', 'homestay', 'wildlife']","['animals', 'agonda', 'review', 'dogs', 'hi']","['clean', 'friendly', 'wonderful', 'excellent', 'safe']",['neglected'],"Recommended because it matches forest, homestay interests. Visitors often mention animals, agonda, review. Top positives: clean, friendly, wonderful. Possible issues: neglected."
Agonda,Bio Veda Ayurvedic Beach Resort Spa,4.266666666666667,15,husband booked body massage stay agonda special ok given experienced massage delhi definitely rated higher look alternatives chose bio veda treatments friend stayed agonda couple years ago recommended hand foot,wellness,"['wellness', 'peaceful', 'spiritual']","['massage', 'agonda', 'professional', 'staff', 'contact']","['authentic', 'clean', 'friendly', 'excellent', 'great']","['worst', 'bad', 'hot']","Recommended because it matches wellness, peaceful interests. Visitors often mention massage, agonda, professional. Top positives: authentic, clean, friendly. Possible issues: worst, bad."
Agonda,Chapoli Dam,4.153846153846154,13,beaches agonda beach werent good dam amazing absolute peace quite lots birds chirping drove scooty agonda mins paved road way turn opposite canacona train station turn quiet beautiful scenery loads,food,"['food', 'lake', 'resort']","['dam', 'agonda', 'valley', 'goa', 'birds']","['clean', 'blessed', 'wonderful', 'great', 'beautiful']",[],"Recommended because it matches food, lake interests. Visitors often mention dam, agonda, valley. Top positives: clean, blessed, wonderful."
Agonda,Fluidsymmetry,4.593220338983051,59,daniel offers words dances water gentle massage really release tension highly recommend personal watsu methods pleasure treat wow experience truly incredible daniel takes good care making comfortable massage makes travel,wellness,"['wellness', 'lake', 'resort']","['experience', 'session', 'agonda', 'water', 'massage']","['clean', 'friendly', 'safe', 'wonderful', 'great']","['problem', 'uncomfortable', 'slow']","Recommended because it matches wellness, lake interests. Visitors often mention experience, session, agonda. Top positives: clean, friendly, safe. Possible issues: problem, uncomfortable."
Agonda,Galgibaga Beach,4.488372093023256,129,olive ridley turtles bigger heavier tortoises lay eggs october march galibaga beach wee hours female turtle visits beach laying eggs female returns sea visiting numerous beaches goa best extremely clean,beach,"['beach', 'island', 'resort']","['beach', 'goa', 'beaches', 'palolem', 'agonda']","['fun', 'great', 'amazing', 'peace', 'lovely']","['noisy', 'expensive', 'problem', 'crowded', 'congested']","Recommended because it matches beach, island interests. Visitors often mention beach, goa, beaches. Top positives: fun, great, amazing. Possible issues: noisy, expensive."
